,open (entry),high (entry),ema-26 (entry),ema-12 (entry),low (entry),mean-grad-hist (entry),close (entry),volume (entry),sma-25 (entry),long_jcrosk (entry),short_kdj (entry),imit-enter-short (entry),sma-05 (entry),sma-07 (entry),imit-exit-short (entry),nlp-enter-long (entry),nlp-enter-short (entry),profit_abs,enter_reason,exit_reason,action,nlp-exit-short (entry)
85,0.8467,0.855,0.8268214905864298,0.8195402223914168,0.8451000000000001,0,0.8458,850.0,0.8144679999999923,0,0,go_short,0.8391800000000009,0.8333000000000101,go_short,go_short,go_short,-2.165042,second_buy,trailing_stop_loss,go_short,go_short
86,0.8502000000000001,0.8676,0.8412582679472008,0.830577281117228,0.8502000000000001,0,0.8676,310.0,0.8297879999999925,0,0,go_short,0.8467800000000032,0.8442857142857224,go_short,go_short,go_short,0.144828,second_buy,trailing_stop_loss,go_short,go_short
87,1.0497,1.067,0.9852523282966598,0.9637189410623204,1.042,0,1.0562,3329.0,0.9607159999999924,0,0,go_short,1.000820000000005,0.9895285714285792,go_short,go_short,go_short,1.927727,second_buy,trailing_stop_loss,go_short,go_short
88,0.9152,0.9303,0.8834633623767164,0.8618586604261266,0.9152,0,0.9286,1143.0,0.8578919999999937,0,0,go_short,0.9083800000000088,0.8902714285714365,go_short,go_short,go_short,-1.324945,second_buy,trailing_stop_loss,go_short,go_short
89,0.9031,1.0461,1.0139636218348564,1.0856765937747228,0.9031,0,1.0461,1439.0,1.111567999999994,0,0,go_short,0.9232800000000084,0.9673000000000082,go_short,go_short,go_short,0.587927,second_buy,trailing_stop_loss,go_short,go_short
90,1.2277,1.2277,1.2677922798166896,1.2996458034964369,1.1796,1,1.1924,2193.0,1.3142519999999944,0,0,go_short,1.2464600000000086,1.2579571428571508,go_short,go_short,go_short,1.620715,second_buy,trailing_stop_loss,go_short,go_short
91,1.2264,1.2264,1.2832010685002644,1.3138270001407932,1.1642,1,1.1831,1457.0,1.320235999999997,0,0,go_short,1.2591200000000078,1.2723571428571474,go_short,go_short,go_short,-0.554602,second_buy,trailing_stop_loss,go_short,go_short
92,1.2258,1.2275,1.243825876056541,1.2613964572526666,1.2208,1,1.2208,433.0,1.2699119999999982,1,0,go_short,1.2300800000000025,1.2358714285714332,go_short,go_short,go_short,-1.232383,second_buy,trailing_stop_loss,go_short,go_short
93,1.0774,1.0774,1.0763430948032278,1.0709390313390312,1.0771,0,1.0771,167.0,1.0691400000000002,0,0,go_short,1.0847999999999995,1.0821571428571424,go_short,go_short,go_short,-2.827383,second_buy,trailing_stop_loss,go_short,go_short
94,757.2,760.05,763.9723803484758,768.0175442284532,750.3,1,750.5,1076682.0,773.9600000000008,0,0,go_long,757.6100000000084,761.6142857142804,go_long,go_long,go_long,-0.39275802,first_buy,trailing_stop_loss,go_long,go_long
